PM2_5,PM10,SO2,NO2,CO,O3,Speed,Direction,TEMP,RH,PSFC,lat,lon,AQI,Major pollutants,AQI-Difference,id,Group
0.89,0.72,0.14,0.18,1.4,23.42,6.85,-15,264.79,21.02,68244.54,42.72,82.51,23.42,O3,0,35257,-1
0.73,0.59,0.11,0.17,1.5,24.91,4.55,7,264.63,19.19,65529.63,42.75,82.69,24.91,O3,0,35258,-1
0.7,0.56,0.11,0.17,1.5,24.8,6.41,43,265.61,17.81,66380.09,42.78,82.87,24.8,O3,0,35259,108
0.67,0.54,0.1,0.17,1.5,24.5,6.53,49,266.4,16.91,67319.9,42.81,83.04,24.5,O3,0,35260,108
0.69,0.55,0.1,0.17,1.5,24.11,6.11,63,266.93,16.84,67851.72,42.83,83.22,24.11,O3,0,35261,108
0.73,0.59,0.1,0.19,1.5,23.43,5.44,64,268.27,16.44,70506.31,42.86,83.4,23.43,O3,0,35262,108
1.17,0.95,0.13,0.36,1.5,22.7,1.63,76,267.76,19.26,73041.94,42.89,83.58,22.7,O3,0,35263,-1
1.5,1.22,0.14,0.49,1.6,22.84,2.43,-134,266.38,25.61,74119.56,42.91,83.76,22.84,O3,0,35264,-1
1.39,1.14,0.13,0.47,1.6,22.64,4,-82,266.76,25.66,74647.26,42.94,83.94,22.64,O3,0,35265,-1
1.31,1.08,0.13,0.46,1.6,22.47,5.35,-60,266.54,24.85,72735.49,42.97,84.12,22.47,O3,0,35266,-1
1.24,1.01,0.11,0.45,1.6,22.65,4.03,-22,265.1,25.92,69847.55,42.99,84.3,22.65,O3,0,35267,-1
1.06,0.86,0.1,0.38,1.6,22.93,5.29,18,265.16,25.06,69982.89,43.02,84.48,22.93,O3,0,35268,2289
0.91,0.74,0.09,0.34,1.6,23.49,4.48,15,266.51,21.62,71642.34,43.04,84.66,23.49,O3,0,35269,2289
0.87,0.71,0.09,0.48,1.6,23.19,1.81,-20,266.94,20.35,73498.26,43.07,84.84,23.19,O3,0,35270,-1
0.73,0.59,0.08,0.43,1.7,22.83,2.02,-145,267.3,19.21,73561.22,43.09,85.02,22.83,O3,0,35271,-1
0.66,0.52,0.08,0.34,1.7,22.56,3.9,-176,266.2,19.9,71209.22,43.12,85.2,22.56,O3,0,35272,-1
0.64,0.52,0.08,0.33,1.7,22.03,5.02,167,264.5,21.65,68532.52,43.14,85.38,22.03,O3,0,35273,-1
0.59,0.47,0.07,0.32,1.7,21.66,6.08,150,262.76,23.8,66091.34,43.17,85.56,21.66,O3,0,35274,111
0.59,0.46,0.07,0.33,1.7,21.32,6,134,261.7,25.64,65776.34,43.19,85.74,21.32,O3,0,35275,111
0.6,0.48,0.07,0.35,1.7,21.7,3.5,113,259.44,32.14,66416.2,43.22,85.92,21.7,O3,0,35276,-1
0.56,0.45,0.08,0.3,1.7,22.24,3.63,133,258.96,35.04,66020.23,43.24,86.1,22.24,O3,0,35277,111
0.53,0.42,0.07,0.27,1.6,22.28,5.01,121,260.62,30.79,65597.26,43.26,86.28,22.28,O3,0,35278,-1
0.54,0.43,0.08,0.26,1.6,21.88,6.09,103,262.31,27.58,66696.2,43.29,86.46,21.88,O3,0,35279,1497
0.57,0.46,0.08,0.28,1.6,21.73,6.54,78,264.64,24.75,69902.98,43.31,86.64,21.73,O3,0,35280,-1
0.66,0.52,0.08,0.37,1.6,21.43,7.11,61,266.61,22.78,72972.36,43.33,86.82,21.43,O3,0,35281,935
0.7,0.57,0.08,0.45,1.7,21.13,6.88,58,267.69,22.21,75124.53,43.36,87,21.13,O3,0,35282,935
0.79,0.63,0.09,0.48,1.7,20.93,6.12,59,268.03,22.61,76351.12,43.38,87.18,20.93,O3,0,35283,935
0.94,0.76,0.1,0.49,1.7,20.75,5.33,58,268.23,23.34,77634.96,43.4,87.36,20.75,O3,0,35284,935
1.59,1.27,0.18,0.62,1.7,20.84,4.54,47,268.53,24.22,79566.86,43.42,87.54,20.84,O3,0,35285,935
4.89,3.83,0.68,0.97,1.9,20.19,5.48,-5,268.48,26.21,82678.15,43.44,87.73,20.19,O3,0,35286,502
8.63,6.74,1.23,1.39,2,18.76,10.51,-31,267.65,30.47,87128.49,43.46,87.91,18.76,O3,0,35287,502
12.56,9.82,1.77,2.07,2.2,17.68,10.04,-28,265.6,36.58,88593.16,43.49,88.09,17.68,O3,0,35288,502
9.3,7.34,1.21,1.63,2.1,19.7,4.79,-9,265.42,35.28,85925.34,43.51,88.27,19.7,O3,0,35289,502
3.86,3.12,0.47,0.79,1.9,21.01,1.41,89,265.77,31.88,82437.35,43.53,88.45,21.01,O3,0,35290,-1
2.71,2.21,0.32,0.61,1.8,20.95,6.38,170,264.85,30.48,76660.17,43.55,88.63,20.95,O3,0,35291,2680
2.46,2,0.3,0.56,1.8,20.7,7.19,175,261.51,34.51,69526.09,43.57,88.82,20.7,O3,0,35292,2680
2.49,2.01,0.32,0.56,1.8,21.04,4.07,148,259.74,37.33,66816.67,43.59,89,21.04,O3,0,35293,-1
2.59,2.09,0.34,0.57,1.8,20.95,4.31,91,261.43,33.56,69204.67,43.61,89.18,20.95,O3,0,35294,-1
2.8,2.24,0.37,0.59,1.8,20.73,5.13,71,264.98,28.6,75323.78,43.63,89.36,20.73,O3,0,35295,2264
3.37,2.7,0.43,0.68,1.8,20.65,4.12,62,268.26,24.98,81634.16,43.65,89.55,20.65,O3,0,35296,2264
3.74,2.99,0.46,0.83,1.8,20.64,3.78,52,269.71,24.58,85107.63,43.67,89.73,20.64,O3,0,35297,-1
3.53,2.82,0.42,0.89,1.8,20.68,4.76,36,269.75,26.73,85684.28,43.69,89.91,20.68,O3,0,35298,296
3.06,2.44,0.37,0.73,1.8,20.45,5.76,35,268.27,31.13,83459.03,43.71,90.09,20.45,O3,0,35299,296
3.06,2.44,0.38,0.77,1.8,20.36,5.91,44,267.52,33.86,82487.88,43.72,90.28,20.36,O3,0,35300,296
3.09,2.47,0.39,0.8,1.8,20.25,5.87,49,267.98,34.04,83660.53,43.74,90.46,20.25,O3,0,35301,2197
3.04,2.43,0.39,0.78,1.8,20.02,5.53,54,268.42,34.15,85067.31,43.76,90.64,20.02,O3,0,35302,2197
2.86,2.27,0.36,0.77,1.8,20.01,5.47,57,268.59,34.6,86410.58,43.78,90.83,20.01,O3,0,35303,2197
2.53,2.01,0.32,0.69,1.8,20.63,5.05,40,267.44,37.77,86370.47,43.8,91.01,20.63,O3,0,35304,2197
2.67,2.08,0.33,0.58,1.8,21.62,8.78,0,263.98,45.75,85046.86,43.81,91.19,21.62,O3,0,35305,-1
3.06,2.35,0.41,0.56,1.8,22.56,9.34,-16,261.32,49.36,84053.55,43.83,91.38,22.56,O3,0,35306,518
2.49,1.91,0.39,0.48,1.8,23.39,7.69,-18,260.67,48.31,82596.2,43.85,91.56,23.39,O3,0,35307,518
2.23,1.71,0.37,0.29,1.8,23.54,6.14,0,260.86,48.55,80940.61,43.86,91.74,23.54,O3,0,35308,2921
2.19,1.69,0.37,0.29,1.8,23.43,6.18,27,261.69,47.08,80321.79,43.88,91.93,23.43,O3,0,35309,2143
2.23,1.72,0.37,0.29,1.8,23.3,5.71,51,262.18,45.94,79990.39,43.9,92.11,23.3,O3,0,35310,2465
2.3,1.77,0.38,0.3,1.8,22.9,5.31,73,261.84,46.78,79752.88,43.91,92.29,22.9,O3,0,35311,532
2.43,1.87,0.39,0.32,1.7,22.57,4.86,84,261.79,46.07,80022.75,43.93,92.48,22.57,O3,0,35312,532
2.69,2.06,0.41,0.38,1.7,22.15,4.02,95,262.62,42.13,81478.47,43.94,92.66,22.15,O3,0,35313,-1
3.31,2.53,0.45,0.5,1.8,21.58,2.92,63,262.35,42.51,83195.8,43.96,92.84,21.58,O3,0,35314,532
4.34,3.39,0.74,0.93,1.8,20.26,6.05,13,262.76,41.38,82815.25,43.97,93.03,20.26,O3,0,35315,-1
5.31,4.19,0.89,1.12,1.8,20.11,6.85,17,263.33,38.51,81256.69,43.99,93.21,20.11,O3,0,35316,-1
5.5,4.33,0.9,1.1,1.8,19.94,4.99,38,263.86,36.29,81557.3,44,93.4,19.94,O3,0,35317,-1
5.47,4.27,0.83,0.95,1.8,19.34,2.63,78,264.89,34.58,84697.12,44.02,93.58,19.34,O3,0,35318,-1
5.91,4.51,0.75,0.6,1.7,18.62,0.98,137,265.72,34.71,89378.01,44.03,93.77,18.62,O3,0,35319,-1
5.44,4.12,0.7,0.41,1.7,18.49,1.76,-97,264.86,39.54,93357.59,44.05,93.95,18.49,O3,0,35320,1207
4.93,3.73,0.65,0.41,1.7,18.24,3.01,-96,262.94,47.17,95966.56,44.06,94.13,18.24,O3,0,35321,1207
4.54,3.45,0.61,0.41,1.6,17.97,3.68,-99,263.54,42.59,97267.08,44.07,94.32,17.97,O3,0,35322,1207
4.29,3.25,0.58,0.43,1.6,17.86,4.76,-102,264.6,37.5,97084.7,44.09,94.5,17.86,O3,0,35323,1207
4.14,3.15,0.56,0.43,1.6,17.92,5.13,-104,264.63,36.03,96191.88,44.1,94.69,17.92,O3,0,35324,1207
4.01,3.04,0.55,0.41,1.6,17.94,4.88,-103,264.24,36.09,95077.02,44.11,94.87,17.94,O3,0,35325,1207
3.83,2.9,0.53,0.34,1.6,18,4.57,-99,264,35.81,94130.06,44.12,95.06,18,O3,0,35326,1207
3.57,2.71,0.49,0.3,1.6,18.19,4.22,-93,263.79,35.36,93007.01,44.14,95.24,18.19,O3,0,35327,1207
2.96,2.85,0.59,0.51,2.1,12.93,8.08,126,248.55,76.07,88662.16,44.31,111.61,12.93,O3,0,35328,6
2.96,2.85,0.57,0.5,2,12.83,8.33,129,248.83,71.7,89001.27,44.3,111.79,12.83,O3,0,35329,6
2.96,2.83,0.56,0.52,2,12.71,8.17,130,249.08,68.32,89224.56,44.29,111.98,12.71,O3,0,35330,6
2.96,2.81,0.55,0.53,2,12.61,8.06,134,248,74.5,88995.84,44.29,112.17,12.61,O3,0,35331,6
2.94,2.78,0.54,0.52,2,12.51,8.19,140,247.03,75.48,87930.66,44.28,112.35,12.51,O3,0,35332,6
2.93,2.75,0.53,0.51,2,12.46,8.49,141,247.19,72.53,87132.17,44.27,112.54,12.46,O3,0,35333,6
2.91,2.72,0.52,0.5,2,12.41,8.51,140,247.8,69.51,87435.54,44.26,112.72,12.41,O3,0,35334,6
2.9,2.69,0.51,0.5,2,12.36,8.54,141,247.96,70.11,87993.55,44.25,112.91,12.36,O3,0,35335,6
2.9,2.67,0.5,0.54,2,12.28,8.59,142,247.76,71.63,88366.23,44.24,113.09,12.28,O3,0,35336,6
2.89,2.64,0.49,0.56,2,12.22,8.58,142,247.76,72.44,88641.98,44.23,113.28,12.22,O3,0,35337,6
2.89,2.63,0.49,0.56,2,12.17,8.51,140,248.16,71.6,89099.12,44.22,113.46,12.17,O3,0,35338,6
2.89,2.62,0.48,0.56,2,12.12,8.31,137,248.55,70.55,89517.16,44.21,113.65,12.12,O3,0,35339,6
2.87,2.6,0.47,0.55,2,12.08,8.22,134,248.48,72.81,89637.98,44.2,113.83,12.08,O3,0,35340,6
2.86,2.58,0.47,0.54,2,12.05,7.86,131,248.2,75.34,89437.3,44.18,114.02,12.05,O3,0,35341,6
2.86,2.57,0.46,0.54,2,12.01,7.87,132,247.89,75.83,89202.52,44.17,114.2,12.01,O3,0,35342,6
2.84,2.56,0.46,0.55,2,11.97,7.83,134,247.69,76.39,89146.23,44.16,114.39,11.97,O3,0,35343,6
2.84,2.55,0.46,0.57,2,11.95,7.33,132,246.87,76.14,88361.18,44.15,114.57,11.95,O3,0,35344,6
3.5,3.17,0.99,0.94,2,11.74,7.78,127,245.87,75.35,87019.99,44.14,114.76,11.74,O3,0,35345,6
3.91,3.54,1.28,1.15,2.1,11.66,8.83,125,245.76,75.28,86518.71,44.12,114.94,11.66,O3,0,35346,6
3.61,3.25,1.04,0.98,2,11.82,8.95,125,245.92,74.37,86611.22,44.11,115.13,11.82,O3,0,35347,6
3.43,3.07,0.89,0.86,2,11.93,8.88,125,246.34,73.06,86707.68,44.1,115.31,11.93,O3,0,35348,6
3.3,2.94,0.79,0.77,2,12.04,8.96,124,247.43,67.83,87506.97,44.09,115.5,12.04,O3,0,35349,6
3.23,2.87,0.73,0.73,2,12.04,7.92,120,248.06,66.01,88495.84,44.07,115.68,12.04,O3,0,35350,6
3.17,2.81,0.68,0.72,2,12.05,5.95,117,247.81,68.66,89056.46,44.06,115.87,12.05,O3,0,35351,6
3.8,3.42,1.17,1.1,2,11.92,3.69,115,246.62,74.57,89232.73,44.05,116.05,11.92,O3,0,35352,98
4.06,3.64,1.34,1.25,2,11.95,2.85,105,244.99,74.69,88453.81,44.03,116.23,11.95,O3,0,35353,98
3.71,3.31,1.06,1.06,2,12.11,4.22,100,244.45,74.27,87397.3,44.02,116.42,12.11,O3,0,35354,98
3.5,3.11,0.9,0.93,2,12.12,5.55,102,243.86,73.82,86822.36,44,116.6,12.12,O3,0,35355,98
3.37,2.98,0.8,0.84,2,12.09,6.23,99,243.34,73.42,86311.56,43.99,116.79,12.09,O3,0,35356,98
3.37,2.97,0.75,0.8,2,12.03,7.38,101,243.41,73.48,85939.38,43.97,116.97,12.03,O3,0,35357,98
3.51,3.08,0.75,0.82,2,11.95,7.84,99,243.32,73.4,85882.37,43.96,117.16,11.95,O3,0,35358,98
3.54,3.1,0.73,0.8,2,11.98,8.78,107,243.24,73.34,84668.71,43.94,117.34,11.98,O3,0,35359,98
3.37,2.91,0.67,0.69,1.9,12.36,11.36,117,243.73,71.8,83833.54,43.93,117.52,12.36,O3,0,35360,6
3.53,2.97,0.69,0.69,2,12.4,11.61,124,245.76,63.52,86095.47,43.91,117.71,12.4,O3,0,35361,6
3.89,3.29,0.77,0.74,2,12.41,10.15,130,247.07,60.41,88122.94,43.9,117.89,12.41,O3,0,35362,6
4.3,3.64,0.91,0.83,2,12.4,10.07,130,247.81,59.05,89291.77,43.88,118.07,12.4,O3,0,35363,6
4.49,3.77,0.92,0.86,2,12.37,10.06,129,248.58,56.95,90481.86,43.86,118.26,12.37,O3,0,35364,6
4.54,3.81,0.92,0.88,2,12.39,10.16,127,247.88,60.37,89534.63,43.85,118.44,12.39,O3,0,35365,6
4.47,3.75,0.99,0.93,2,12.45,10.85,124,248.03,59,89378.72,43.83,118.62,12.45,O3,0,35366,6
4.34,3.58,0.91,0.9,2,12.52,11.08,123,249.7,51.74,91271.16,43.81,118.81,12.52,O3,0,35367,6
4.56,3.72,0.9,0.93,2,12.52,10.64,122,250.9,47.67,92555.55,43.8,118.99,12.52,O3,0,35368,6
5.27,4.29,1.07,1.09,2.1,12.44,10.86,121,251.29,46.97,92782.91,43.78,119.17,12.44,O3,0,35369,6
6.29,5.11,1.35,1.34,2.1,12.29,11.15,124,251.91,46.04,93496.17,43.76,119.36,12.29,O3,0,35370,6
7.57,6.19,1.49,1.56,2.2,11.97,8.93,133,252.55,45.16,95107.81,43.74,119.54,11.97,O3,0,35371,6
9.33,7.64,1.67,1.8,2.3,11.61,4.01,132,251.21,54.15,96192.87,43.72,119.72,11.61,O3,0,35372,6
11.81,9.73,2.09,2.19,2.4,11.25,3.32,136,251.39,56.62,96505.52,43.71,119.91,11.81,PM2.5,0,35373,6
13.93,11.58,2.73,2.7,2.6,10.75,5.24,134,251.9,57.99,96795.88,43.69,120.09,13.93,PM2.5,0,35374,6
14.79,12.31,2.77,2.84,2.6,10.47,7.35,133,252.44,56.89,97287.55,43.67,120.27,14.79,PM2.5,0,35375,6
14.76,12.26,2.61,2.77,2.6,10.37,7.7,136,251.62,68.04,97695.15,43.65,120.45,14.76,PM2.5,0,35376,6
14.51,12.04,2.51,2.67,2.6,10.36,5.07,136,248.55,71.25,97972.71,43.63,120.64,14.51,PM2.5,0,35377,6
17.49,14.59,3.29,3.16,2.7,10.14,3.57,125,248.55,72.78,98273.56,43.61,120.82,17.49,PM2.5,0,35378,6
19.81,16.52,3.55,3.36,2.9,10.01,4.67,126,249.26,69.79,98556.45,43.59,121,19.81,PM2.5,0,35379,6
21.53,18.28,4.38,3.87,3,9.94,5.79,128,249.68,78.19,98759.81,43.57,121.18,21.53,PM2.5,0,35380,6
29.44,25.3,7.31,5.79,3.5,8.9,6.54,130,250.55,79.55,98861.41,43.55,121.37,29.44,PM2.5,0,35381,6
32.94,28.12,7.88,6.24,3.7,8.68,6.43,126,250.82,79.14,98943.76,43.53,121.55,32.94,PM2.5,0,35382,6
35.69,30.22,7.9,6.32,3.9,8.66,5.25,116,249.55,78.35,99105.46,43.51,121.73,35.69,PM2.5,0,35383,-1
37.63,31.64,7.51,6.42,3.9,8.65,4.09,105,248.53,76.18,99276.69,43.49,121.91,37.63,PM2.5,0,35384,255
41.23,34.55,7.8,8.46,4.1,7.55,3.41,95,247.46,73.9,99390.92,43.46,122.09,41.23,PM2.5,0,35385,255
43.49,36.89,10.68,10.59,4.3,6.43,3.21,84,247.2,72.67,99439.6,43.44,122.27,43.49,PM2.5,0,35386,255
35.56,29.92,8.23,8.72,3.8,7.58,3.17,73,247.73,71.54,99393.36,43.42,122.46,35.56,PM2.5,0,35387,1814
30.94,25.84,6.73,7.54,3.5,8.2,2.91,72,248.03,70.11,99299.16,43.4,122.64,30.94,PM2.5,0,35388,1814
29.3,24.33,5.96,7.04,3.4,8.3,2.83,80,249.11,69.46,99294.5,43.38,122.82,29.3,PM2.5,0,35389,1814
28.7,23.7,5.35,6.55,3.3,8.34,3.14,87,250.08,69.1,99515.54,43.36,123,28.7,PM2.5,0,35390,255
28.39,23.3,4.68,5.99,3.3,8.46,3.57,94,250.6,70.04,99835.49,43.33,123.18,28.39,PM2.5,0,35391,255
29.03,23.72,4.29,5.68,3.4,8.5,3.82,105,250.41,70.5,100129.5,43.31,123.36,29.03,PM2.5,0,35392,255
36.84,30.53,6.86,7.63,3.9,7.28,3.55,121,249.19,71.21,100393.9,43.29,123.54,36.84,PM2.5,0,35393,6
47.8,39.51,8.53,9.74,4.5,6.06,2.36,133,248.02,73.67,100414.03,43.26,123.72,47.8,PM2.5,0,35394,6
59.35,49.37,7.89,11.57,5,5.13,0.93,140,247.15,76.4,100434.92,43.24,123.9,59.35,PM2.5,0,35395,6
80.72,59.4,8.51,15.66,6.3,3.01,0.18,123,247.39,76.59,100456.12,43.22,124.08,80.72,PM2.5,0,35396,6
112.73,76.78,19.35,21.95,8.5,0.43,0.51,34,248.88,77.77,100006.22,43.19,124.26,112.73,PM2.5,0,35397,-1
117.19,79.35,21.74,22.68,8.8,0.33,1.37,47,249.92,78.62,98911.63,43.17,124.44,117.19,PM2.5,0,35398,-1
105.34,72.94,18.03,21.84,8,0.46,2.76,80,250.13,78.79,97849.66,43.14,124.62,105.34,PM2.5,0,35399,-1
100.68,70.33,16.16,21.47,7.7,0.58,5.18,68,250.38,70.13,97944.58,43.12,124.8,100.68,PM2.5,0,35400,1409
98.12,68.9,14.94,21.32,7.5,0.68,5.31,69,250.23,70.19,98258.8,43.09,124.98,98.12,PM2.5,0,35401,1409
97.46,68.54,14.52,21.44,7.4,0.71,3.59,77,248.69,72.7,97799.16,43.07,125.16,97.46,PM2.5,0,35402,1409
94.08,66.78,13.63,21.29,7.2,0.82,3.09,89,248.58,73.42,97126.43,43.04,125.34,94.08,PM2.5,0,35403,1409
90.65,65.07,12.84,21.11,7,0.93,3.65,94,249.1,73.14,96835.85,43.02,125.52,90.65,PM2.5,0,35404,1897
86.94,63.23,11.91,20.82,6.7,1.08,2.81,99,248.22,74.21,97045.18,42.99,125.7,86.94,PM2.5,0,35405,1897
84.47,62.01,11.11,20.59,6.6,1.21,0.92,107,246.89,75.57,97220.01,42.97,125.88,84.47,PM2.5,0,35406,2218
91.11,65.64,13.45,21.74,7.1,0.76,0.24,152,246.83,76.13,97237.05,42.94,126.06,91.11,PM2.5,0,35407,-1
89.44,64.59,12.25,21.34,7,0.92,0.18,70,246.85,76.15,97386.28,42.91,126.24,89.44,PM2.5,0,35408,-1
87.06,63.17,11.15,20.89,6.8,1.28,0.82,22,246.94,76.22,97691.79,42.89,126.42,87.06,PM2.5,0,35409,147
77.85,58.73,10.15,19.97,6.2,1.86,2.96,18,248.64,77.57,97452.78,42.86,126.6,77.85,PM2.5,0,35410,147
71.61,55.73,9.42,19.09,5.8,2.3,4.51,32,249.92,77.74,96195.43,42.83,126.78,71.61,PM2.5,0,35411,195
67.58,53.76,8.87,18.41,5.5,2.64,5.23,46,250.53,76.81,95341.61,42.81,126.96,67.58,PM2.5,0,35412,195
64.26,52.04,8.3,17.72,5.3,2.97,3.96,53,250.89,78.05,95868.62,42.78,127.13,64.26,PM2.5,0,35413,4719
58.74,48.6,7.52,16.36,5,3.77,3.14,49,250.29,78.91,95636.85,42.75,127.31,58.74,PM2.5,0,35414,4719
50.91,41.21,6.47,14.27,4.6,5.12,5.19,45,249.83,82.4,94325.74,42.72,127.49,50.91,PM2.5,0,35415,195
43.47,34.42,5.79,12.36,4.2,6.67,7.19,50,250.64,78.38,93629.87,42.69,127.67,43.47,PM2.5,0,35416,3429
39.04,30.18,5.33,11.15,4,7.62,7.36,59,251.25,73.74,93499.74,42.67,127.85,39.04,PM2.5,0,35417,3429
35.99,27.49,4.93,10.27,3.8,8.25,6.74,67,251.9,68.32,93885.14,42.64,128.03,35.99,PM2.5,0,35418,82
34.66,26.56,4.65,9.78,3.7,8.49,5.25,77,252.23,64.76,94495.91,42.61,128.2,34.66,PM2.5,0,35419,82
34.39,26.38,4.43,9.54,3.7,8.62,4.98,88,250.57,74.09,92932.11,42.58,128.38,34.39,PM2.5,0,35420,82
30.27,23.22,4.13,8.38,3.4,9.5,9.2,78,248.96,77.6,89436.56,42.55,128.56,30.27,PM2.5,0,35421,82
27.21,20.53,3.9,7.51,3.2,10.53,12.8,72,249.56,69.64,88931.37,42.52,128.74,27.21,PM2.5,0,35422,82
25.59,19.08,3.67,7.03,3.2,10.83,10.56,71,251.21,59.98,90479.24,42.49,128.91,25.59,PM2.5,0,35423,82
25.09,18.64,3.6,7.03,3.2,10.74,7.66,81,252.09,56.01,91434.23,42.46,129.09,25.09,PM2.5,0,35424,82
24.54,18.35,3.57,6.93,3.2,10.85,8.27,88,252.76,53.59,92267.4,42.43,129.27,24.54,PM2.5,0,35425,82
0.83,0.86,0.34,0.51,1.2,22.41,4.54,61,269.17,6.81,69238.2,42.5,80.34,22.41,O3,0,35426,-1
1.01,1.04,0.4,0.61,1.3,22.07,5.54,55,268.31,8.12,68654.31,42.53,80.52,22.07,O3,0,35427,576
1.09,1.09,0.41,0.61,1.3,22.12,6.45,49,268.71,8.63,69401.34,42.56,80.69,22.12,O3,0,35428,576
1.06,1.07,0.4,0.57,1.4,22.2,6.85,44,268.22,9.39,68723.36,42.59,80.87,22.2,O3,0,35429,576
0.83,0.84,0.32,0.45,1.3,22.55,7.04,43,267.67,10.18,67903.21,42.62,81.05,22.55,O3,0,35430,576
0.64,0.64,0.25,0.34,1.4,22.59,6.81,44,267.67,10.68,67878.79,42.65,81.22,22.59,O3,0,35431,576
0.53,0.53,0.21,0.28,1.4,22.69,6.13,49,267.11,11.58,67206.92,42.68,81.4,22.69,O3,0,35432,525
0.49,0.47,0.18,0.26,1.4,22.62,5.93,58,266.47,12.64,66283.93,42.71,81.58,22.62,O3,0,35433,525
0.49,0.47,0.18,0.26,1.4,22.24,6.18,74,268.84,11.54,69100.99,42.74,81.76,22.24,O3,0,35434,525
0.49,0.46,0.17,0.27,1.4,21.95,5.98,70,271.84,10.34,74398.95,42.77,81.94,21.95,O3,0,35435,525
0.43,0.39,0.12,0.2,1.4,22.09,6.75,14,268.74,13.48,72920.67,42.8,82.11,22.09,O3,0,35436,-1
0.6,0.5,0.12,0.18,1.4,22.27,8.22,-13,265.84,18.31,69631.38,42.83,82.29,22.27,O3,0,35437,-1
0.86,0.7,0.13,0.18,1.4,22.94,7.98,-8,265.3,19.59,67682.39,42.85,82.47,22.94,O3,0,35438,-1
0.74,0.61,0.11,0.18,1.5,24.08,5.96,20,266.05,17.9,66377.25,42.88,82.65,24.08,O3,0,35439,419
0.71,0.58,0.11,0.18,1.5,24.07,6.4,49,267.04,17.12,67598.98,42.91,82.83,24.07,O3,0,35440,108
0.7,0.57,0.1,0.17,1.5,23.87,6.62,53,267.25,17.36,68459.04,42.94,83.01,23.87,O3,0,35441,108
0.71,0.59,0.1,0.18,1.5,23.55,6.59,63,267.93,17.15,69283.98,42.96,83.19,23.55,O3,0,35442,108
0.76,0.62,0.1,0.19,1.5,23.11,6.08,55,268.34,17.4,70812.02,42.99,83.36,23.11,O3,0,35443,108
1.01,0.83,0.12,0.29,1.5,22.54,4.4,35,266.69,21.44,70644.17,43.02,83.54,22.54,O3,0,35444,-1
1.3,1.06,0.13,0.41,1.6,22.66,3.85,27,265.68,25.54,70533.46,43.04,83.72,22.66,O3,0,35445,1372
1.34,1.09,0.13,0.46,1.6,22.63,5.72,8,265.94,26.65,72253.62,43.07,83.9,22.63,O3,0,35446,1372
1.4,1.15,0.14,0.49,1.6,22.29,9.06,0,267.56,22.42,72309.52,43.1,84.08,22.29,O3,0,35447,2289
1.3,1.06,0.12,0.54,1.6,22.34,8.56,12,268.18,20.82,71524.81,43.12,84.26,22.34,O3,0,35448,2289
1.04,0.85,0.1,0.46,1.6,22.57,8.02,6,267.29,21.9,72341.18,43.15,84.44,22.57,O3,0,35449,2289
0.83,0.67,0.08,0.45,1.6,22.97,4.08,-39,266.54,21.2,72897.24,43.17,84.62,22.97,O3,0,35450,-1
0.67,0.54,0.08,0.47,1.7,22.81,3.11,-121,266.5,19.89,71531.19,43.2,84.8,22.81,O3,0,35451,-1
0.56,0.44,0.07,0.35,1.7,22.7,4.4,-172,265.08,20.87,68815.43,43.23,84.98,22.7,O3,0,35452,-1
0.51,0.41,0.07,0.29,1.7,22.41,6.12,166,263.4,22.59,66309.17,43.25,85.16,22.41,O3,0,35453,-1
0.5,0.4,0.07,0.28,1.7,21.88,6.88,150,262.56,23.45,65012.77,43.27,85.34,21.88,O3,0,35454,111
0.49,0.39,0.06,0.27,1.7,21.61,7.94,137,262.89,22.81,65032.84,43.3,85.52,21.61,O3,0,35455,111
0.49,0.39,0.06,0.27,1.7,21.61,5.65,124,261.5,26.48,66346.09,43.32,85.7,21.61,O3,0,35456,1596
0.47,0.38,0.07,0.23,1.6,22.63,1.82,132,259.54,32.94,67036.93,43.35,85.88,22.63,O3,0,35457,111
0.46,0.36,0.07,0.21,1.6,23.09,3.22,134,260.59,29.9,65637.57,43.37,86.06,23.09,O3,0,35458,111
0.46,0.36,0.07,0.2,1.6,22.74,6.36,106,262.21,27.33,66353.71,43.39,86.24,22.74,O3,0,35459,1497
0.47,0.38,0.08,0.2,1.6,22.57,7.6,91,264.83,24.4,70472.9,43.42,86.43,22.57,O3,0,35460,1497
0.53,0.43,0.08,0.22,1.6,22.28,7.79,83,267.11,22.27,74579.13,43.44,86.61,22.28,O3,0,35461,1497
0.67,0.54,0.09,0.29,1.6,21.85,7.53,75,268.69,21.24,77769.58,43.46,86.79,21.85,O3,0,35462,-1
0.84,0.68,0.11,0.4,1.6,21.46,6.82,70,269.39,21.45,79935.41,43.49,86.97,21.46,O3,0,35463,-1
1.07,0.87,0.12,0.51,1.7,20.98,5.87,63,269.43,22.53,81034.9,43.51,87.15,20.98,O3,0,35464,-1
2.63,2.15,0.33,0.93,1.8,20.42,4.24,55,269.93,23.22,83008.14,43.53,87.33,20.42,O3,0,35465,935
6.03,4.88,0.91,1.8,1.9,19.78,4.72,-14,270.24,24.4,85652.5,43.55,87.51,19.78,O3,0,35466,-1
6.93,5.49,0.99,1.49,2,19.61,11.34,-42,269.26,28.29,87529.57,43.58,87.7,19.61,O3,0,35467,1170
