country,language,budget,gross,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,director_name,duration,genres,movie_title,content_rating
UK,English,20000000,26003149,7,2013,185587,222,173,Jon Turteltaub,105,Comedy|Romance,Last Vegas,PG-13
France,English,20000000,24104113,7.1,2011,149066,205,41,Aki Kaurismäki,93,Comedy|Drama,Le Havre,Not Rated
UK,English,20000000,2319187,7,2013,92640,134,181,Anand Tucker,100,Comedy|Romance,Leap Year,PG
UK,English,20000000,2319187,7,2013,92640,304,323,Lee Daniels,132,Biography|Drama,Lee Daniels' The Butler,PG-13
USA,English,20000000,12626905,6.3,2016,32567,169,374,Vic Armstrong,110,Action|Drama|Fantasy|Mystery|Thriller,Left Behind,PG-13
USA,English,20000000,36658108,3.5,2010,39095,169,374,Vic Armstrong,110,Action|Drama|Fantasy|Mystery|Thriller,Left Behind,PG-13
USA,English,20000000,13987482,6,2011,58957,5,12,Lijun Sun,89,Action|Adventure|Animation|Comedy|Family,Legend of Kung Fu Rabbit,PG
USA,English,20000000,60072596,4.4,2010,7664,188,160,Zack Snyder,101,Action|Adventure|Animation|Family|Fantasy,Legend of the Guardians: The Owls of Ga'Hoole,PG
USA,English,20000000,25677801,5.8,2010,41273,260,174,Brian Helgeland,132,Biography|Crime|Drama|History|Thriller,Legend,R
South Africa,English,20000000,0,5.8,2012,5203,51,54,Will Finn,88,Adventure|Animation|Family|Fantasy|Musical,Legends of Oz: Dorothy's Return,PG
Norway,Norwegian,19900000,252652,7,2010,54104,226,315,Scott Stewart,100,Action|Fantasy|Horror,Legion,R
USA,English,19800000,34290142,6.6,2014,54242,488,845,Tom Hooper,158,Drama|Musical|Romance,Les Misérables,PG-13
USA,English,19500000,0,6.2,2015,20186,390,366,Matt Reeves,116,Drama|Fantasy|Horror|Mystery,Let Me In,R
USA,English,19000000,35033759,6.3,2011,55008,129,147,Luke Greenfield,104,Comedy,Let's Be Cops,R
USA,English,19000000,0,6.1,2015,16193,13,11,Scott Foley,82,Comedy|Crime,Let's Kill Ward's Wife,Unrated
USA,English,19000000,0,6.1,2015,16198,19,65,David Nixon,110,Drama|Family,Letters to God,PG
USA,English,19000000,12561,6.4,2010,71276,159,156,Gary Winick,105,Comedy|Drama|Romance,Letters to Juliet,PG
USA,English,19000000,0,7.5,2016,3302,0,4,Patricia Cardoso,89,Drama,Lies in Plain Sight,TV-PG
USA,English,19000000,21483154,7.6,2013,98741,552,755,Ang Lee,127,Adventure|Drama|Fantasy,Life of Pi,PG
USA,English,19000000,27758465,6.1,2010,77987,12,67,,45,Crime|Drama|Mystery,Life            ,
USA,English,18500000,6462576,5.4,2016,1449,0,1,Lance McDaniel,90,Action|Drama|Thriller,Light from the Darkroom,PG-13
India,Telugu,18026148,6498000,8.4,2015,62756,159,95,David F. Sandberg,81,Horror,Lights Out,PG-13
China,Mandarin,18000000,127437,6,2011,4670,206,150,Drake Doremus,90,Drama|Romance,Like Crazy,PG-13
USA,English,18000000,18329466,7.6,2010,279179,20,79,,45,Comedy|Crime|Drama,Lilyhammer            ,TV-MA
USA,English,18000000,15155772,5.7,2014,8895,7,131,,42,Crime|Drama|Sci-Fi|Thriller,Limitless            ,TV-14
USA,English,18000000,42335698,7.8,2014,395087,538,720,Steven Spielberg,150,Biography|Drama|History|War,Lincoln,PG-13
USA,English,18000000,33404871,7.3,2013,150082,17,13,Khalil Sullins,100,Drama|Sci-Fi|Thriller,Listening,
USA,English,18000000,10494494,4.4,2013,19586,45,122,Alejandro Monteverde,106,Drama|War,Little Boy,PG-13
USA,English,18000000,0,5.2,2016,4510,180,152,Paul Weitz,98,Comedy|Romance,Little Fockers,PG-13
USA,English,18000000,13362308,6.9,2013,31898,118,48,Guillaume Canet,134,Comedy|Drama,Little White Lies,Not Rated
Greece,English,18000000,3707794,6.7,2016,31359,1,1,David Hunt,112,Horror,Living Dark: The Story of Ted the Caver,PG-13
USA,English,18000000,59573085,6.1,2016,13562,10,5,Bruce Dellis,95,Thriller,Locker 13,R
USA,English,18000000,150056505,6.4,2014,216581,289,236,James Mather,95,Action|Adventure|Sci-Fi|Thriller,Lockout,PG-13
USA,English,18000000,43853424,7.1,2011,35514,54,111,Lisa Azuelos,97,Comedy|Drama|Romance,LOL,PG-13
USA,English,18000000,0,4.6,2014,13133,225,323,Babak Najafi,99,Action|Crime|Drama|Thriller,London Has Fallen,R
Australia,English,18000000,4435083,7.1,2013,27882,319,420,Peter Berg,121,Action|Biography|Drama|Thriller|War,Lone Survivor,R
France,English,18000000,0,5.3,2014,5693,589,667,Rian Johnson,119,Action|Crime|Drama|Sci-Fi|Thriller,Looper,R
USA,English,17500000,7017178,4.4,2013,1633,81,29,Ferzan Ozpetek,110,Comedy|Drama|Romance,Loose Cannons,
France,French,17000000,0,6.3,2012,5525,3,18,Antonio Simoncini,90,Crime|Mystery|Thriller,Lords of London,R
USA,English,17000000,27854896,5.6,2011,64190,62,30,Erik White,99,Comedy,Lottery Ticket,PG-13
France,English,17000000,106869,6.6,2014,13762,219,215,Edward Zwick,112,Comedy|Drama|Romance,Love & Other Drugs,R
USA,English,17000000,54239856,6.5,2013,125016,9,5,Matt Jackson,97,Comedy|Horror,Love in the Time of Monsters,
USA,0,17000000,0,9.1,2016,246,49,17,Taylor Hackford,117,Comedy|Drama|Romance|Sport,Love Ranch,R
USA,English,17000000,82389560,6.5,2014,106820,97,68,Jessie Nelson,107,Comedy,Love the Coopers,PG-13
USA,English,17000000,26284475,5.7,2015,9051,3,18,,24,Comedy,Lovesick            ,
USA,English,17000000,44469602,7.4,2015,23480,433,918,Luc Besson,89,Action|Sci-Fi|Thriller,Lucy,R
Spain,English,17000000,56816662,7.7,2011,301149,51,105,,60,Crime|Drama|Mystery|Thriller,Luther            ,TV-MA
USA,English,17000000,64998368,7.2,2012,213898,55,147,,25,Comedy|Drama|War,M*A*S*H            ,TV-PG
USA,English,17000000,24397469,5.7,2012,5161,163,125,Jorma Taccone,95,Action|Comedy|Romance,MacGruber,R
USA,English,17000000,4930798,4.1,2012,16268,260,164,Robert Rodriguez,107,Action|Comedy|Crime|Thriller,Machete Kills,R
USA,English,17000000,70492685,6.7,2013,11600,391,392,Ethan Maniquis,105,Action|Crime|Thriller,Machete,R
USA,English,17000000,54257433,6.8,2016,12983,134,124,Marc Forster,129,Action|Biography|Crime|Drama,Machine Gun Preacher,R
UK,English,17000000,54322273,6.4,2012,139749,739,1588,George Miller,120,Action|Adventure|Sci-Fi|Thriller,Mad Max: Fury Road,R
USA,English,17000000,16684352,6.3,2012,67893,211,154,Eric Darnell,93,Adventure|Animation|Comedy|Family,Madagascar 3: Europe's Most Wanted,PG
Australia,English,16000000,317125,6.2,2013,23334,163,73,Nigel Cole,113,Biography|Comedy|Drama|History,Made in Dagenham,R
USA,English,16000000,13998282,3.1,2014,24854,31,50,Tyler Perry,114,Comedy|Crime|Drama,Madea's Witness Protection,PG-13
USA,English,16000000,13998282,3.1,2014,24854,256,200,Henry Hobson,95,Drama|Horror,Maggie,PG-13
USA,English,16000000,45507053,7.8,2012,237848,222,135,Gregory Jacobs,115,Comedy|Drama|Music,Magic Mike XXL,R
USA,English,16000000,19057024,7.2,2010,113963,324,281,Steven Soderbergh,110,Comedy|Drama,Magic Mike,R
USA,English,16000000,2428883,6.6,2014,21370,401,634,Robert Stromberg,97,Action|Adventure|Family|Fantasy|Romance,Maleficent,PG
USA,English,16000000,1984743,6.6,2013,20616,393,304,Andrés Muschietti,100,Fantasy|Horror,Mama,PG-13
USA,English,16000000,37300107,4.8,2011,29147,733,2536,Zack Snyder,143,Action|Adventure|Fantasy|Sci-Fi,Man of Steel,PG-13
USA,English,16000000,2964,5.1,2012,7444,258,153,Asger Leth,102,Action|Crime|Thriller,Man on a Ledge,PG-13
France,English,16000000,0,6.7,2013,12817,211,108,Justin Chadwick,141,Biography|Drama|History,Mandela: Long Walk to Freedom,PG-13
USA,English,15000000,71897215,7.3,2016,126893,279,131,Franck Khalfoun,89,Horror|Thriller,Maniac,Not Rated
UK,English,15000000,5702083,6.5,2011,80617,116,119,Kenneth Lonergan,186,Drama,Margaret,R
UK,English,15000000,17237244,6.8,2014,57210,290,225,J.C. Chandor,107,Biography|Drama|Thriller,Margin Call,R
USA,English,15000000,101978840,6.6,2013,77724,98,65,Tom Dey,87,Comedy|Family,Marmaduke,PG
USA,English,15000000,0,5.7,2015,1554,132,112,Simon Wells,88,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Mars Needs Moms,PG
Canada,English,15000000,1039869,6.2,2010,14757,348,186,Sean Durkin,102,Drama|Mystery|Thriller,Martha Marcy May Marlene,R
Italy,Spanish,15000000,0,5.7,2015,80,61,87,Boaz Yakin,111,Adventure|Family,Max,PG
Official site,English,15000000,20218921,6.3,2010,14814,113,83,Niki Caro,129,Biography|Drama|Sport,"McFarland, USA",PG
Australia,English,15000000,0,7.4,0,299,4,18,,30,Comedy|War,McHale's Navy            ,TV-G
USA,English,15000000,64001297,6.2,2010,32002,151,130,Thea Sharrock,110,Drama|Romance,Me Before You,PG-13
USA,English,15000000,35054909,7.8,2011,431578,0,0,Jaime Zevallos,93,Comedy|Drama|Romance,Me You and Five Bucks,
UK,English,15000000,25440971,7.7,2015,289508,200,98,Kelly Reichardt,104,Drama|Western,Meek's Cutoff,PG
USA,English,15000000,20566327,6.4,2016,15385,3,20,,30,Comedy,Meet the Browns            ,
USA,English,15000000,14938570,6.2,2012,111625,233,187,Tom McGrath,95,Action|Animation|Comedy|Family|Sci-Fi,Megamind,PG
USA,English,15000000,42592530,6.2,2015,29867,439,551,Lars von Trier,130,Drama|Sci-Fi,Melancholia,R
UK,English,15000000,2412045,7.2,2010,109873,451,341,Barry Sonnenfeld,106,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Men in Black 3,PG-13
USA,English,15000000,13766014,7,2011,106111,103,56,Nimród Antal,93,Music,Metallica Through the Never,R
USA,English,15000000,9123834,5.3,2013,4065,4,1,Robert Fontaine,125,Crime|Drama,Mi America,R
USA,English,15000000,7556708,6.6,2012,30284,21,74,,60,Action|Crime|Drama|Mystery|Thriller,Miami Vice            ,TV-14
USA,English,15000000,26161406,6.7,2010,13874,37,10,Ava DuVernay,97,Drama,Middle of Nowhere,R
UK,English,15000000,14989761,7.2,2012,185845,487,509,Woody Allen,94,Comedy|Fantasy|Romance,Midnight in Paris,PG-13
USA,English,15000000,42919096,6.5,2013,64747,263,156,Jeff Nichols,112,Adventure|Drama|Sci-Fi|Thriller,Midnight Special,PG-13
USA,English,15000000,42919096,6.5,2013,64748,151,96,Craig Gillespie,124,Biography|Drama|Sport,Million Dollar Arm,PG
France,English,15000000,44667095,8,2011,190030,308,275,Kyle Balda,91,Action|Animation|Comedy|Family|Sci-Fi,Minions,PG
Taiwan,Mandarin,15000000,613556,6.4,2015,9427,63,55,Patricia Riggen,109,Drama,Miracles from Heaven,PG
Belgium,English,15000000,1357042,7.1,2011,53977,382,208,Tarsem Singh,106,Adventure|Comedy|Drama|Family|Fantasy,Mirror Mirror,PG
UK,English,15000000,138795342,8,2010,503631,38,50,Shintaro Shimosawa,106,Drama|Thriller,Misconduct,R
USA,English,15000000,0,3.7,2011,458,88,14,Liv Ullmann,129,Drama|Romance,Miss Julie,PG-13
USA,English,15000000,15608545,5.4,2012,53471,432,512,Brad Bird,133,Action|Adventure|Thriller,Mission: Impossible - Ghost Protocol,PG-13
USA,English,15000000,24984868,6.3,2014,50056,465,440,Christopher McQuarrie,131,Action|Adventure|Thriller,Mission: Impossible - Rogue Nation,PG-13
USA,English,15000000,21383298,7.3,2012,187170,49,125,Andrew Erwin,98,Comedy,Moms' Night Out,PG
USA,English,15000000,28870,5.1,2011,14280,268,103,Jodie Foster,98,Crime|Drama|Thriller,Money Monster,R
UK,English,15000000,35887263,7.7,2014,265507,419,312,Bennett Miller,133,Biography|Drama|Sport,Moneyball,PG-13
USA,English,15000000,30127963,6.7,2014,12596,376,265,Dan Scanlon,104,Adventure|Animation|Comedy|Family|Fantasy,Monsters University,G
USA,English,15000000,37877959,7.1,2014,86664,344,451,Gareth Edwards,94,Drama|Sci-Fi|Thriller,Monsters,R
South Africa,English,15000000,0,6,2011,609,94,44,Thomas Bezucha,109,Adventure|Comedy|Family|Romance,Monte Carlo,PG
USA,English,14800000,66009973,5.7,2015,38202,487,377,Wes Anderson,94,Adventure|Comedy|Drama|Romance,Moonrise Kingdom,PG-13
USA,English,14500000,0,6.2,2014,993,8,14,Qasim Basir,94,Drama|Family,Mooz-Lum,PG-13
USA,English,14000000,1752214,7.7,2010,60460,212,156,Roger Michell,107,Comedy|Drama|Romance,Morning Glory,PG-13
USA,English,14000000,9402410,5.4,2012,11233,181,188,David Koepp,107,Action|Comedy|Mystery|Romance,Mortdecai,R
USA,English,14000000,12282677,5.1,2015,28159,180,352,Elizabeth Banks,94,Comedy,Movie 43,R
USA,English,14000000,46495,6.5,2011,12053,50,17,René Féret,120,Biography|Drama|Music|Romance,Mozart's Sister,
USA,English,14000000,20246959,4.9,2010,5721,5,5,Bruce Beresford,104,Drama,Mr. Church,PG-13
Spain,English,14000000,0,6.2,2012,48162,196,130,Rob Minkoff,92,Adventure|Animation|Comedy|Family|Sci-Fi,Mr. Peabody & Sherman,PG
UK,English,14000000,91121452,8.1,2014,467613,189,108,Mark Waters,94,Comedy|Family|Fantasy,Mr. Popper's Penguins,PG
USA,English,14000000,49122319,5.9,2012,47169,262,165,Mike Leigh,150,Biography|Drama|History,Mr. Turner,R
USA,English,14000000,49122319,5.9,2012,47169,368,261,Jeff Nichols,130,Drama,Mud,PG-13
USA,English,13500000,186354,4.5,2015,1758,277,110,James Bobin,119,Adventure|Comedy|Crime|Family|Musical,Muppets Most Wanted,PG
Italy,English,13500000,85433,7.8,2013,69676,4,10,David Winning,82,Sci-Fi,Mutant World,
South Korea,English,13400000,163591,3.6,2010,912,3,3,Matthew Watts,86,Comedy|Romance,Mutual Friends,
USA,English,13200000,52543632,5.6,2014,12676,156,103,Kirk Jones,94,Comedy|Family|Romance,My Big Fat Greek Wedding 2,PG-13
USA,English,13000000,25675765,5.9,2013,60407,21,12,Stefan C. Schaefer,90,Comedy|Drama|Romance,My Last Day Without You,
USA,English,13000000,18004225,5.7,2013,28573,11,2,Dennie Gordon,114,Action|Adventure|Comedy|Romance,My Lucky Star,
UK,English,13000000,1024175,6.6,2011,82331,210,235,Karan Johar,128,Adventure|Drama|Thriller,My Name Is Khan,PG-13
USA,English,13000000,106952327,8,2010,551363,160,136,Wes Craven,107,Horror|Mystery|Thriller,My Soul to Take,R
USA,English,13000000,38916903,5.8,2014,15664,160,136,Wes Craven,107,Horror|Mystery|Thriller,My Soul to Take,R
USA,Bosnian,13000000,301305,4.3,2011,31414,386,216,Simon Curtis,99,Biography|Drama,My Week with Marilyn,R
USA,English,13000000,73000942,1.6,2011,74351,97,59,Susanna White,109,Comedy|Family|Fantasy,Nanny McPhee Returns,PG
USA,English,13000000,61693523,6.8,2016,6276,21,14,Stanton Barrett,97,Action|Horror,Navy Seals vs. Zombies,
Ireland,English,13000000,14677654,8.3,2015,161288,433,274,Alexander Payne,115,Adventure|Comedy|Drama,Nebraska,R
USA,English,13000000,44134898,7.3,2014,72803,327,346,Scott Waugh,132,Action|Crime|Drama|Thriller,Need for Speed,PG-13
USA,English,13000000,0,3.9,2010,1328,177,111,Nicholas Stoller,92,Comedy,Neighbors 2: Sorority Rising,R
USA,English,13000000,51872378,6.7,2013,88241,351,397,Nicholas Stoller,97,Comedy,Neighbors,R
UK,English,13000000,29959436,6.4,2011,82327,86,35,Henry Joost,96,Adventure|Crime|Mystery|Sci-Fi|Thriller,Nerve,PG-13
USA,English,13000000,214966,6.1,2010,28483,23,30,Michael Jai White,90,Action|Drama|Sport,Never Back Down 2: The Beatdown,R
USA,English,13000000,17738570,8,2012,351274,328,320,Mark Romanek,103,Drama|Romance|Sci-Fi,Never Let Me Go,R
South Korea,English,12620000,31662,6.8,2016,90,200,134,Garry Marshall,113,Comedy|Romance,New Year's Eve,PG-13
USA,English,12500000,48637684,6.1,2014,16979,14,14,Edward Burns,95,Comedy|Drama,Newlyweds,Not Rated
USA,English,12500000,40962534,7.1,2011,188652,154,126,Shawn Levy,98,Adventure|Comedy|Family|Fantasy,Night at the Museum: Secret of the Tomb,PG
USA,English,12000000,14616,7.5,2015,314,534,552,Dan Gilroy,117,Crime|Drama|Thriller,Nightcrawler,R
China,Chinese,12000000,0,6.2,2015,117,27,83,,60,Action|Crime|Drama|Thriller,Nikita            ,
UK,English,12000000,15294553,7.8,2013,202341,25,64,Chris Shadley,83,Crime|Drama|Horror|Mystery|Thriller,Nine Dead,R
USA,English,12000000,70011073,6.5,2012,57996,203,214,John Erick Dowdle,103,Action|Thriller,No Escape,R
USA,English,12000000,7918283,6.6,2012,41574,58,84,Sam Miller,84,Crime|Thriller,No Good Deed,PG-13
UK,English,12000000,0,5.7,2010,5013,245,178,Ivan Reitman,108,Comedy|Romance,No Strings Attached,R
USA,English,12000000,64572496,7.1,2012,204327,14,21,Chris Stokes,81,Horror,No Vacancy,R
USA,English,12000000,0,2.8,2015,105,434,1240,Darren Aronofsky,138,Action|Adventure|Drama,Noah,PG-13
USA,English,12000000,65804,6.3,2012,32512,359,384,Jaume Collet-Serra,106,Action|Mystery|Thriller,Non-Stop,PG-13
Canada,English,12000000,0,4.3,2014,3104,6,72,Shane Dawson,93,Comedy,Not Cool,Not Rated
USA,English,12000000,91443253,5.8,2014,21034,48,54,Ol Parker,103,Drama|Romance,Now Is Good,PG-13
USA,English,12000000,25240988,5.9,2012,12383,196,139,Jon M. Chu,129,Action|Adventure|Comedy|Crime|Mystery|Thriller,Now You See Me 2,PG-13
India,Hindi,12000000,4018695,8,2010,69759,384,629,Louis Leterrier,125,Crime|Mystery|Thriller,Now You See Me,PG-13
USA,English,12000000,17613460,7.8,2013,91082,5,15,David M. Matthews,,Crime|Drama|Thriller,N-Secure,R
USA,English,12000000,31990064,6.4,2015,63390,129,75,Douglas Aarniokoski,84,Horror|Thriller,Nurse 3D,R
UK,English,12000000,37707719,7.6,2013,76094,539,892,Joseph Kosinski,124,Action|Adventure|Mystery|Sci-Fi,Oblivion,PG-13
USA,English,12000000,22331028,6.4,2015,57349,155,73,Gillian Robespierre,84,Comedy|Drama,Obvious Child,R
USA,English,12000000,54724272,6.7,2012,157051,40,82,Andrew Erwin,107,Drama,October Baby,PG-13
China,Mandarin,12000000,0,6.9,2010,6069,336,339,Mike Flanagan,104,Horror|Mystery,Oculus,R
Japan,Japanese,12000000,0,6.1,2010,4899,195,89,Xavier Beauvois,122,Drama,Of Gods and Men,PG-13
UK,English,12000000,1702277,6.8,2013,84620,66,7,Benedikt Erlingsson,81,Comedy|Drama|Romance,Of Horses and Men,
USA,English,12000000,124868837,7.8,2014,249688,358,698,Antoine Fuqua,119,Action|Thriller,Olympus Has Fallen,R
USA,English,12000000,91547205,6.6,2012,34579,252,128,Walter Salles,137,Adventure|Drama,On the Road,R
USA,English,12000000,25277561,6.5,2014,21672,9,7,Dave Rodriguez,98,Comedy|Drama,Once Upon a Time in Queens,R
USA,English,12000000,16300302,6.3,2011,64682,221,181,Lone Scherfig,107,Drama|Romance,One Day,PG-13
USA,English,11500000,35537564,6,2016,49671,83,68,Morgan Spurlock,106,Documentary|Music,One Direction: This Is Us,PG
UK,English,11000000,38317535,7.5,2015,73249,127,169,Julie Anne Robinson,91,Action|Comedy|Crime|Romance|Thriller,One for the Money,PG-13
Canada,English,11000000,0,6.3,2015,4693,440,475,Nicolas Winding Refn,90,Crime|Drama,Only God Forgives,R
Canada,English,11000000,0,6.3,2015,4693,9,9,Marcio Garcia,85,Action|Drama|Thriller,Open Road,
USA,English,11000000,50461335,6.8,2014,83893,2,1,John H. Lee,115,Action|Drama|History|War,Operation Chromite,
USA,English,11000000,13214255,7.4,2013,96233,183,159,Stiles White,89,Fantasy|Horror,Ouija,PG-13
USA,English,11000000,1987762,6.7,2011,59297,125,50,David Gordon Green,107,Comedy|Drama,Our Brand Is Crisis,R
France,French,11000000,0,7.4,2014,15060,71,20,Rick Famuyiwa,103,Comedy|Romance,Our Family Wedding,PG-13
USA,English,11000000,0,4.3,2012,45144,179,115,Jesse Peretz,90,Comedy|Drama,Our Idiot Brother,R
USA,English,11000000,0,5.3,2016,6935,134,21,Susanna White,108,Thriller,Our Kind of Traitor,R
UK,English,11000000,18381787,6.8,2012,15684,23,4,Danny Pang,107,Action,Out of Inferno,PG-13
USA,English,11000000,34334256,4.8,2013,35131,40,18,Lluís Quílez,92,Horror|Thriller,Out of the Dark,R
UK,English,11000000,33305037,7.3,2015,33856,288,231,Scott Cooper,116,Crime|Drama|Thriller,Out of the Furnace,R
Mexico,Spanish,10818775,5669081,6.6,2012,3665,30,148,,64,Drama|Romance|Sci-Fi,Outlander            ,TV-MA
USA,English,10500000,26589953,6.7,2010,165792,4,3,Sacha Bennett,101,Comedy,Outside Bet,
USA,English,10000000,1754319,7.2,2011,13174,525,511,Sam Raimi,130,Adventure|Family|Fantasy,Oz the Great and Powerful,PG
Canada,English,10000000,0,5.2,2014,12372,525,511,Sam Raimi,130,Adventure|Family|Fantasy,Oz the Great and Powerful,PG
UK,English,10000000,3205244,7.3,2010,23629,575,1106,Guillermo del Toro,131,Action|Adventure|Sci-Fi,Pacific Rim,PG-13
USA,English,10000000,3333823,5.5,2012,5612,224,174,Paul King,95,Animation|Comedy|Family|Fantasy,Paddington,PG
USA,English,10000000,7764027,6.7,2013,38459,335,287,Michael Bay,129,Comedy|Crime|Drama,Pain & Gain,R
USA,English,10000000,14479776,7,2014,55539,117,61,Gia Coppola,100,Drama,Palo Alto,R
USA,English,10000000,2331318,3.3,2011,9541,256,186,Joe Wright,111,Adventure|Family|Fantasy,Pan,PG
USA,English,10000000,531009,5.3,2015,7976,256,186,Joe Wright,111,Adventure|Family|Fantasy,Pan,PG
Mexico,Spanish,10000000,169379,6.2,2013,683,256,186,Joe Wright,111,Adventure|Family|Fantasy,Pan,PG
USA,English,10000000,5348317,7.1,2015,20810,191,160,Jake Schreier,109,Drama|Mystery|Romance,Paper Towns,PG-13
USA,English,10000000,0,5.8,2011,12520,264,359,Tod Williams,98,Horror,Paranormal Activity 2,R
USA,English,10000000,33583175,6.3,2010,104089,251,314,Henry Joost,94,Horror,Paranormal Activity 3,R
USA,English,10000000,0,6.5,2014,2041,248,247,Henry Joost,96,Horror,Paranormal Activity 4,R
USA,English,10000000,0,5.2,2010,553,220,155,Christopher Landon,101,Fantasy|Horror|Thriller,Paranormal Activity: The Marked Ones,R
Canada,English,10000000,0,6.5,2010,3015,328,176,Chris Butler,92,Adventure|Animation|Comedy|Family|Fantasy,ParaNorman,PG
USA,English,10000000,0,6.7,2014,83,139,107,Andy Fickman,105,Comedy|Family,Parental Guidance,PG
Canada,English,10000000,52200504,6.1,2015,54190,224,141,Taylor Hackford,118,Action|Crime|Romance|Thriller,Parker,R
USA,English,10000000,0,5.3,2015,4486,76,123,Andy Fickman,94,Action|Comedy|Crime,Paul Blart: Mall Cop 2,PG
UK,English,10000000,0,5.4,2010,1250,342,334,Greg Mottola,109,Adventure|Comedy|Sci-Fi,Paul,R
USA,English,10000000,4244155,6.5,2011,56005,43,33,Tina Gordon Chism,95,Comedy|Romance,Peeples,PG-13
South Korea,English,10000000,0,4.8,2014,162,153,118,Eric Darnell,92,Adventure|Animation|Comedy|Family,Penguins of Madagascar,PG
USA,English,10000000,8460995,5.5,2010,35888,26,29,,42,Crime|Drama|Mystery|Thriller,Perception            ,TV-14
USA,English,10000000,21589307,7.4,2012,135286,217,419,Chris Columbus,118,Adventure|Family|Fantasy,Percy Jackson & the Olympians: The Lightning Thief,PG
USA,English,10000000,0,4.6,2013,7286,183,204,Thor Freudenthal,106,Adventure|Family|Fantasy,Percy Jackson: Sea of Monsters,PG
Iceland,Icelandic,10000000,11835,6.9,2013,1920,0,0,Ken Roht,109,Drama,Perfect Cowboy,
USA,English,10000000,28873374,4.1,2013,22161,78,6,David Lowery,102,Adventure|Family|Fantasy,Pete's Dragon,PG
UK,English,10000000,0,6,2014,5865,354,233,Stephen Frears,98,Biography|Drama,Philomena,PG-13
France,French,10000000,7691700,7.5,2010,12937,23,10,Léa Pool,97,Documentary,"Pink Ribbons, Inc.",Not Rated
USA,English,10000000,6619173,6.7,2012,87203,365,374,Alexandre Aja,88,Comedy|Horror,Piranha 3D,R
USA,English,10000000,27736779,5.2,2015,25210,448,484,Rob Marshall,136,Action|Adventure|Fantasy,Pirates of the Caribbean: On Stranger Tides,PG-13
USA,English,10000000,21371425,4.4,2010,76199,221,185,Elizabeth Banks,115,Comedy|Music,Pitch Perfect 2,PG-13
Australia,English,10000000,0,5.2,2015,5637,223,250,Jason Moore,112,Comedy|Music|Romance,Pitch Perfect,PG-13
UK,English,10000000,46377022,7.3,2011,75306,253,342,Chris Columbus,106,Action|Animation|Comedy|Sci-Fi,Pixels,PG-13
USA,English,10000000,0,5.4,2016,1197,29,12,Julian Gilbey,102,Action|Comedy|Crime|Drama,Plastic,R
USA,English,10000000,35794166,6,2016,35654,135,50,Gabriele Muccino,105,Comedy|Romance|Sport,Playing for Keeps,PG-13
USA,English,10000000,6842058,6.1,2012,36029,133,53,Nicole Holofcener,90,Comedy|Drama,Please Give,R
USA,English,10000000,26583369,4.8,2016,20837,18,24,Catherine Hardwicke,99,Thriller,Plush,R
USA,English,10000000,1939441,6.9,2012,55567,163,163,Ericson Core,114,Action|Crime|Sport|Thriller,Point Break,PG-13
France,English,10000000,78845130,6.1,2016,17596,163,163,Ericson Core,114,Action|Crime|Sport|Thriller,Point Break,PG-13
USA,English,10000000,3571735,6.6,2010,39260,163,33,Maïwenn,127,Crime|Drama,Polisse,Not Rated
UK,English,10000000,33071558,6.6,2015,22369,272,308,Paul W.S. Anderson,105,Action|Adventure|Drama|History|Romance,Pompeii,PG-13
USA,English,10000000,7574066,6.3,2014,30325,36,29,Ernie Barbarash,104,Action|Thriller,Pound of Flesh,R
Canada,English,10000000,0,4.5,2011,1642,18,85,,60,Adventure|Drama|Fantasy|Mystery,Preacher            ,TV-MA
France,French,9600000,71442,7.9,2012,12029,351,619,Nimród Antal,107,Action|Adventure|Sci-Fi|Thriller,Predators,R
USA,English,9500000,0,5.1,2015,1763,248,178,David Koepp,91,Action|Crime|Thriller,Premium Rush,PG-13
USA,English,9500000,58214,7,2010,34224,225,134,Burr Steers,108,Action|Horror|Romance,Pride and Prejudice and Zombies,PG-13
Italy,Italian,9200000,2835886,7.7,2013,55516,225,233,Scott Stewart,87,Action|Fantasy|Horror|Sci-Fi|Thriller,Priest,PG-13
USA,English,9000000,6262942,6.9,2013,59545,306,453,Mike Newell,116,Action|Adventure|Fantasy|Romance,Prince of Persia: The Sands of Time,PG-13
Australia,English,9000000,0,7.1,2010,5741,454,620,Denis Villeneuve,153,Crime|Drama|Mystery|Thriller,Prisoners,R
USA,English,9000000,21569041,6.6,2014,8058,177,177,Dean Israelite,106,Sci-Fi|Thriller,Project Almanac,PG-13
USA,English,9000000,11860839,5.4,2011,5156,229,261,Nima Nourizadeh,93,Comedy|Crime,Project X,R
USA,English,9000000,27445,5.3,2011,3788,83,32,Joe Nussbaum,104,Comedy|Drama,Prom,PG
Thailand,English,9000000,162,5.7,2014,5228,775,2326,Ridley Scott,124,Adventure|Mystery|Sci-Fi,Prometheus,R
USA,English,9000000,0,5.3,2013,13167,242,102,Gus Van Sant,106,Drama,Promised Land,R
USA,English,9000000,71519230,6.5,2014,92364,38,127,,44,Comedy|Crime|Mystery,Psych            ,TV-PG
